filename,x,y,mean_brightness,median_brightness,std_brightness,min_brightness,max_brightness,valid_ratio,valid_mean,valid_median,valid_std,is_valid,region_type
0000_0999_0993.png,999,993,12.610297083333334,12.0,8.482481278608867,2,78,0.029678828125,56.91634573958884,58.0,9.01981699759791,False,pure_bg
0000_0999_0994.png,999,994,75.288122421875,33.0,76.20620381690443,3,236,0.5367706510416667,124.67099729269266,132.0,74.01248488912901,True,half_bg
0000_0999_0995.png,999,995,81.92841796875,31.0,81.45788879459364,4,235,0.5081372916666667,143.37613691386719,194.0,72.80619598281444,True,normal
0000_0999_0996.png,999,996,80.308435078125,30.0,80.4132030352351,4,229,0.494948984375,143.9885138625135,194.0,70.39340715256222,True,normal
0000_0999_0997.png,999,997,78.211279453125,29.0,78.90653629190972,4,229,0.4843785677083333,142.74785406150502,190.0,68.53865085361797,True,normal
0000_0999_0998.png,999,998,78.55131842447916,29.0,78.49981252341298,4,223,0.4900840234375,141.93195153371474,189.0,67.98521549528824,True,normal
0000_0999_0999.png,999,999,77.72891854166667,30.0,76.88850117502554,4,222,0.4926573046875,139.52339228790635,185.0,66.34265210718429,True,normal
0000_0999_1000.png,999,1000,76.83877959635417,29.0,75.9435183311264,4,223,0.4905443359375,138.22017566316967,183.0,65.4896944741674,True,normal
0000_0999_1001.png,999,1001,77.96694881510416,29.0,77.48672970141199,5,221,0.48941436197916666,140.70857535059375,187.0,66.97692374955308,True,normal
0000_0999_1002.png,999,1002,77.4128873046875,29.0,76.80921159185709,4,220,0.48866359375,139.72140090090522,185.0,66.39039470630979,True,normal
0000_0999_1003.png,999,1003,77.20863149739583,29.0,76.96796393982069,4,221,0.488193828125,139.35606769702713,186.0,67.16005133646668,True,normal
0000_0999_1004.png,999,1004,79.14329348958333,30.0,78.8498130745896,4,227,0.4950133984375,141.33110151769094,189.0,69.43648660603037,True,normal
0000_0999_1005.png,999,1005,78.249244609375,29.0,78.49287925864479,4,229,0.49106908854166664,141.13206947024014,186.0,68.51928348800314,True,half_bg
0000_0999_1006.png,999,1006,34.64025990885417,15.0,47.71648692867294,2,231,0.24342451822916666,97.51436167193982,59.0,63.86612788476463,True,half_bg
0000_1000_0993.png,1000,993,12.811287890625,12.0,8.587798550134464,2,80,0.03155696614583333,56.377654498003984,57.0,8.902864442906868,False,pure_bg
0000_1000_0994.png,1000,994,75.4878963671875,33.0,76.20880490971959,3,241,0.539527734375,124.3639699843589,132.0,74.16646640614191,True,half_bg
0000_1000_0995.png,1000,995,82.68261661458334,32.0,82.01586354144014,4,236,0.5142634765625,143.2869808877912,196.0,73.74755965684835,True,normal
0000_1000_0996.png,1000,996,80.88994942708334,30.0,80.82000226239981,4,230,0.499897265625,143.83025223151319,195.0,71.17007973407266,True,normal
0000_1000_0997.png,1000,997,78.00958950520834,29.0,78.38808597854603,4,224,0.4864912369791667,141.72226881227814,189.0,68.16974372771976,True,normal
0000_1000_0998.png,1000,998,78.35188825520834,29.0,78.22946500433315,4,232,0.4896095442708333,141.63002616375883,188.0,67.66841107415661,True,normal
0000_1000_0999.png,1000,999,77.2318337109375,29.0,76.62582360890129,4,223,0.48810408854166665,139.75118556348738,184.0,65.7185620476324,True,normal
0000_1000_1000.png,1000,1000,76.80854,29.0,76.10516624711286,4,225,0.4882162239583333,138.82258607986356,183.0,65.38024339307167,True,normal
0000_1000_1001.png,1000,1001,77.801030625,29.0,77.25053223717853,4,222,0.4908051041666667,140.18951875203348,186.0,66.64356967530271,True,normal
0000_1000_1002.png,1000,1002,77.30408703125,29.0,76.7526150096334,4,224,0.490549921875,139.29283995528615,185.0,66.28154536131812,True,normal
0000_1000_1003.png,1000,1003,77.44054291666667,29.0,77.29900232542644,4,220,0.48954654947916665,139.6662174485184,187.0,67.39065097319339,True,normal
0000_1000_1004.png,1000,1004,79.0055933203125,30.0,78.80590431579267,4,227,0.49444927083333334,141.36556194254845,189.0,69.18791087498813,True,normal
0000_1000_1005.png,1000,1005,77.86077013020834,29.0,78.4611609974604,4,225,0.4863315234375,141.6940388448691,187.0,68.12675403799265,True,half_bg
0000_1000_1006.png,1000,1006,33.3709401953125,14.0,46.18036360236919,2,245,0.24117680989583334,95.7647609413456,56.0,60.569237695822835,True,half_bg
0000_1001_0993.png,1001,993,13.141941549479167,12.0,9.304481716107881,2,81,0.03714157552083333,56.69126333535848,58.0,10.770181381766152,False,pure_bg
0000_1001_0994.png,1001,994,75.67220950520833,33.0,76.40381556026898,3,255,0.5427356380208334,124.25194708893845,134.0,74.29381347592172,True,half_bg
0000_1001_0995.png,1001,995,83.26643942708333,32.0,82.74571636700601,4,243,0.5163375130208333,143.8316597663113,197.0,74.81205773465366,True,normal
0000_1001_0996.png,1001,996,81.19654490885416,31.0,81.1889513958498,4,234,0.5019524348958333,143.88101638635197,195.0,71.84584906877211,True,normal
0000_1001_0997.png,1001,997,78.14557553385417,29.0,78.42186961971761,4,231,0.487484140625,141.5683005926849,189.0,68.4667399898943,True,normal
0000_1001_0998.png,1001,998,78.50199873697916,30.0,78.36757009515891,4,227,0.4899948828125,141.72687671828632,188.0,67.96320193090425,True,normal
0000_1001_0999.png,1001,999,77.60673037760417,30.0,76.66246071783766,4,226,0.49294895833333335,139.14708992542754,185.0,66.17413399262011,True,normal
0000_1001_1000.png,1001,1000,77.2603512109375,30.0,76.32005245059831,4,229,0.49290522135416664,138.46943389772812,183.0,65.98975335146933,True,normal
0000_1001_1001.png,1001,1001,78.10257490885417,30.0,77.55532483340956,4,227,0.49292462239583335,140.23387685178687,186.0,67.19634560428761,True,normal
0000_1001_1002.png,1001,1002,77.51812430989584,29.0,76.99334596502234,4,224,0.49199328125,139.35895111414865,185.0,66.68383719181944,True,normal
0000_1001_1003.png,1001,1003,77.87042395833333,30.0,77.72418516259943,4,230,0.4925485416666667,139.76711665051624,187.0,68.08845517213811,True,normal
0000_1001_1004.png,1001,1004,79.2756737109375,30.0,78.88278103215596,4,232,0.49909828125,140.7262993145868,189.0,69.62785474191003,True,normal
0000_1001_1005.png,1001,1005,78.14966638020833,30.0,78.63166069445806,4,231,0.49042020833333333,141.2112190831672,186.0,68.69656788796213,True,half_bg
0000_1001_1006.png,1001,1006,31.1237176953125,14.0,43.60692351717085,2,245,0.22075229166666666,93.86211932964078,54.0,59.25516693020125,True,half_bg
0000_1002_0993.png,1002,993,13.4261983984375,12.0,9.41173530485252,2,78,0.0387637109375,56.499752607696266,58.0,11.404076940436665,False,pure_bg
0000_1002_0994.png,1002,994,75.431426328125,33.0,76.33616495557978,4,247,0.5403698177083334,124.34937223017744,135.0,74.17468604534393,True,half_bg
0000_1002_0995.png,1002,995,82.90066467447917,31.0,83.01106573107113,4,246,0.5103019270833333,144.53703016096372,199.0,75.26929758482044,True,normal
0000_1002_0996.png,1002,996,81.25458891927083,31.0,81.21317399010623,4,235,0.5006767838541667,144.2018272298457,196.0,71.81749680587677,True,normal
0000_1002_0997.png,1002,997,77.65948837239583,29.0,78.39752783986087,4,230,0.48304744791666665,141.56073711056032,190.0,68.8702353569409,True,normal
0000_1002_0998.png,1002,998,78.34893951822917,29.0,78.36017566640868,4,228,0.48711821614583334,142.13784363550312,189.0,67.78820443936121,True,normal
0000_1002_0999.png,1002,999,77.33239779947917,29.0,77.0466163204425,4,229,0.48493091145833334,140.36472796516816,186.0,66.71414100727414,True,normal
0000_1002_1000.png,1002,1000,76.57774536458334,29.0,76.34034684737858,4,226,0.48405196614583335,139.07853457968784,185.0,66.27048347662897,True,normal
0000_1002_1001.png,1002,1001,78.0827694921875,29.0,77.64778358529345,4,228,0.48842274739583336,141.12364784850215,187.0,67.08889713552381,True,normal
0000_1002_1002.png,1002,1002,76.80317665364583,29.0,76.69232440482311,4,229,0.4838188671875,139.58629680975918,185.0,66.65439266592222,True,normal
0000_1002_1003.png,1002,1003,77.70577213541667,30.0,77.69261471239787,4,229,0.4893458854166667,140.04335770401838,187.0,68.15165613545395,True,normal
0000_1002_1004.png,1002,1004,79.23461868489584,30.0,79.22529480375567,4,232,0.49536619791666664,141.32699735706885,190.0,70.34455229156768,True,normal
0000_1002_1005.png,1002,1005,77.33157834635416,29.0,78.24965467745768,4,232,0.4846048567708333,140.83853081762032,186.0,68.72738219768348,True,half_bg
0000_1002_1006.png,1002,1006,29.304632317708332,14.0,41.75922548377995,2,219,0.1978041015625,94.41266937676066,54.0,58.99582040575639,True,half_bg
0000_1003_0994.png,1003,994,77.231728515625,36.0,76.79927272024497,4,255,0.5574670182291667,124.6207787843951,132.0,73.73669976901478,True,half_bg
0000_1003_0995.png,1003,995,83.63015247395833,32.0,82.44332217859701,4,246,0.51335921875,145.29298124374208,197.0,73.1314461004636,True,normal
0000_1003_0996.png,1003,996,82.02672322916666,31.0,81.43489980281832,4,236,0.503800703125,144.9847088901877,196.0,71.38285946563381,True,normal
0000_1003_0997.png,1003,997,78.89596985677083,30.0,78.88026817610366,4,234,0.49017782552083333,142.47862044219337,190.0,68.44060177699424,True,normal
0000_1003_0998.png,1003,998,78.3558724609375,30.0,77.8567549066633,4,228,0.490781640625,141.31274622247727,188.0,67.02196837568256,True,normal
0000_1003_0999.png,1003,999,78.46180986979167,30.0,77.40478837220766,4,232,0.493121640625,140.83696020637234,185.0,66.34129352695128,True,normal
0000_1003_1000.png,1003,1000,78.09533893229167,30.0,76.97188928243057,4,229,0.4932225390625,140.04286807866558,184.0,66.08266795125337,True,normal
0000_1003_1001.png,1003,1001,78.47740348958334,30.0,77.4045086733675,4,226,0.4934176041666667,140.7353638018759,186.0,66.47030023598461,True,normal
0000_1003_1002.png,1003,1002,77.93087811197917,30.0,76.80239070640509,4,239,0.4933995442708333,139.57596331890107,184.0,66.17732836661371,True,normal
0000_1003_1003.png,1003,1003,78.01886356770834,30.0,77.39157090998872,4,229,0.4930193619791667,139.68586473966604,187.0,67.5912175976463,True,normal
0000_1003_1004.png,1003,1004,80.13994447916667,30.0,79.6627288307493,4,235,0.4990166796875,142.25081751270162,191.0,70.26137378776957,True,normal
0000_1003_1005.png,1003,1005,79.99952838541667,31.0,80.45539809494554,4,253,0.503230625,141.51576071814324,189.0,71.8668408757852,True,half_bg
0000_1004_0994.png,1004,994,75.950784921875,36.0,76.4069358611757,4,255,0.5481614192708333,124.10348250568775,145.0,73.80887289925442,True,half_bg
0000_1004_0995.png,1004,995,83.11072287760416,32.0,81.72638291576267,5,249,0.5129872395833334,144.45198035810466,196.0,72.21748246658217,True,normal
0000_1004_0996.png,1004,996,82.25903890625,31.0,81.55196826459448,4,244,0.5061081510416666,144.83511339314055,196.0,71.64380787764968,True,normal
0000_1004_0997.png,1004,997,79.11635212239584,30.0,79.03764932776727,4,237,0.49181463541666665,142.47396760678274,190.0,68.7255162913221,True,normal
0000_1004_0998.png,1004,998,79.54155252604167,30.0,78.64704038986773,4,233,0.49468571614583334,142.5597235913385,189.0,67.60063515042629,True,normal
0000_1004_0999.png,1004,999,78.77577720052084,30.0,77.64112350938927,4,229,0.4935475390625,141.34735590814915,186.0,66.41082806871482,True,normal
0000_1004_1000.png,1004,1000,78.712704375,30.0,77.33552409236341,4,229,0.4949434375,140.84288766582546,185.0,66.09246563415753,True,normal
0000_1004_1001.png,1004,1001,79.05275901041666,30.0,77.86685717846461,4,230,0.4943902994791667,141.62815370626305,187.0,66.68171237751241,True,normal
0000_1004_1002.png,1004,1002,78.911332890625,30.0,77.30637506183429,4,229,0.4979417057291667,140.33845073638165,185.0,66.42646068653272,True,normal
0000_1004_1003.png,1004,1003,80.17785959635417,31.0,78.41968848657316,4,229,0.5035266796875,141.20870113299037,189.0,68.08230055428413,True,normal
0000_1004_1004.png,1004,1004,81.77285571614583,31.0,80.15425900121741,4,235,0.5066091927083334,143.43256728906286,192.0,69.99054982498402,True,normal
0000_1004_1005.png,1004,1005,80.17575291666667,32.0,79.33750433358117,4,254,0.5110014453125,139.94539439776025,187.0,70.25666312224168,True,half_bg
0000_1005_0994.png,1005,994,78.35953688802083,40.0,77.61849785391716,4,255,0.5624446875,125.82894811045308,123.0,74.12781587386009,True,half_bg
0000_1005_0995.png,1005,995,82.37721708333333,31.0,81.19704592219348,4,255,0.5099591796875,143.89093359571137,195.0,71.60385511415551,True,normal
0000_1005_0996.png,1005,996,82.60295205729166,31.0,82.02045656524206,4,247,0.5074724479166667,145.16011273087383,197.0,72.32891987957399,True,normal
0000_1005_0997.png,1005,997,79.58925071614583,30.0,79.63266750309597,5,245,0.49384772135416666,142.8635491841607,192.0,69.65030361121244,True,normal
